id,name,city,country,IATA,ICAO,latitude,longitude,altitude,timezone,timezone_name,type,source
2814,Turkmenabat Airport,Chardzhou,Turkmenistan,CRZ,UTAV,39.08330154,63.61330032,630,5,Asia/Ashgabat,airport,OurAirports
2815,Dushanbe Airport,Dushanbe,Tajikistan,DYU,UTDD,38.54330063,68.82499695,2575,5,Asia/Dushanbe,airport,OurAirports
2816,Bukhara Airport,Bukhara,Uzbekistan,BHK,UTSB,39.77500153,64.48329926,751,5,Asia/Samarkand,airport,OurAirports
2817,Samarkand Airport,Samarkand,Uzbekistan,SKD,UTSS,39.70050049,66.9838028,2224,5,Asia/Samarkand,airport,OurAirports
2818,Tashkent International Airport,Tashkent,Uzbekistan,TAS,UTTT,41.25790024,69.28119659,1417,5,Asia/Samarkand,airport,OurAirports
2819,Bryansk Airport,Bryansk,Russia,BZK,UUBP,53.214199,34.176399,663,3,Europe/Moscow,airport,OurAirports
2820,Sheremetyevo International Airport,Moscow,Russia,SVO,UUEE,55.972599,37.4146,622,3,Europe/Moscow,airport,OurAirports
2821,Migalovo Air Base,Tver,Russia,KLD,UUEM,56.8246994,35.75770187,469,3,Europe/Moscow,airport,OurAirports
2822,Voronezh International Airport,Voronezh,Russia,VOZ,UUOO,51.81420135,39.229599,514,3,Europe/Moscow,airport,OurAirports
2823,Vnukovo International Airport,Moscow,Russia,VKO,UUWW,55.59149933,37.26150131,685,3,Europe/Moscow,airport,OurAirports
2824,Syktyvkar Airport,Syktyvkar,Russia,SCW,UUYY,61.64699936,50.8451004,342,3,Europe/Moscow,airport,OurAirports
2825,Kazan International Airport,Kazan,Russia,KZN,UWKD,55.60620117,49.27870178,411,3,Europe/Moscow,airport,OurAirports
2826,Orenburg Central Airport,Orenburg,Russia,REN,UWOO,51.79579926,55.45669937,387,5,Asia/Yekaterinburg,airport,OurAirports
2827,Ufa International Airport,Ufa,Russia,UFA,UWUU,54.55749893,55.87440109,449,5,Asia/Yekaterinburg,airport,OurAirports
2828,Kurumoch International Airport,Samara,Russia,KUF,UWWW,53.50490189,50.16429901,477,4,Europe/Samara,airport,OurAirports
2829,Sardar Vallabhbhai Patel International Airport,Ahmedabad,India,AMD,VAAH,23.07719994,72.63469696,189,5.5,Asia/Calcutta,airport,OurAirports
2830,Akola Airport,Akola,India,AKD,VAAK,20.698999,77.058601,999,5.5,Asia/Calcutta,airport,OurAirports
2831,Aurangabad Airport,Aurangabad,India,IXU,VAAU,19.86269951,75.39810181,1911,5.5,Asia/Calcutta,airport,OurAirports
2832,Chhatrapati Shivaji International Airport,Mumbai,India,BOM,VABB,19.08869934,72.86789703,39,5.5,Asia/Calcutta,airport,OurAirports
2833,Bilaspur Airport,Bilaspur,India,PAB,VABI,21.9884,82.111,899,5.5,Asia/Calcutta,airport,OurAirports
2834,Bhuj Airport,Bhuj,India,BHJ,VABJ,23.28779984,69.67019653,268,5.5,Asia/Calcutta,airport,OurAirports
2835,Belgaum Airport,Belgaum,India,IXG,VABM,15.85929966,74.61830139,2487,5.5,Asia/Calcutta,airport,OurAirports
2836,Vadodara Airport,Baroda,India,BDQ,VABO,22.336201,73.226303,129,5.5,Asia/Calcutta,airport,OurAirports
2837,Raja Bhoj International Airport,Bhopal,India,BHO,VABP,23.28750038,77.33740234,1711,5.5,Asia/Calcutta,airport,OurAirports
2838,Bhavnagar Airport,Bhaunagar,India,BHU,VABV,21.75219917,72.18520355,44,5.5,Asia/Calcutta,airport,OurAirports
2839,Daman Airport,Daman,India,NMB,VADN,20.43440056,72.84320068,33,5.5,Asia/Calcutta,airport,OurAirports
2840,Deesa Airport,Deesa,India,\N,VADS,24.26790047,72.20439911,485,5.5,Asia/Calcutta,airport,OurAirports
2841,Guna Airport,Guna,India,GUX,VAGN,24.654699,77.347298,1600,5.5,Asia/Calcutta,airport,OurAirports
2842,Dabolim Airport,Goa,India,GOI,VAGO,15.38080025,73.83139801,150,5.5,Asia/Calcutta,airport,OurAirports
2843,Devi Ahilyabai Holkar Airport,Indore,India,IDR,VAID,22.72179985,75.80110168,1850,5.5,Asia/Calcutta,airport,OurAirports
2844,Jabalpur Airport,Jabalpur,India,JLR,VAJB,23.17779922,80.05200195,1624,5.5,Asia/Calcutta,airport,OurAirports
2845,Jamnagar Airport,Jamnagar,India,JGA,VAJM,22.46549988,70.01260376,69,5.5,Asia/Calcutta,airport,OurAirports
2846,Kandla Airport,Kandla,India,IXY,VAKE,23.1127,70.100304,96,5.5,Asia/Calcutta,airport,OurAirports
2847,Khajuraho Airport,Khajuraho,India,HJR,VAKJ,24.81719971,79.91860199,728,5.5,Asia/Calcutta,airport,OurAirports
2848,Kolhapur Airport,Kolhapur,India,KLH,VAKP,16.66469955,74.28939819,1996,5.5,Asia/Calcutta,airport,OurAirports
2849,Keshod Airport,Keshod,India,IXK,VAKS,21.31710052,70.270401,167,5.5,Asia/Calcutta,airport,OurAirports
2850,Dr. Babasaheb Ambedkar International Airport,Nagpur,India,NAG,VANP,21.09219933,79.04720306,1033,5.5,Asia/Calcutta,airport,OurAirports
2851,Nashik Airport,Nasik Road,India,ISK,VAOZ,20.119101,73.912903,1900,5.5,Asia/Calcutta,airport,OurAirports
2852,Pune Airport,Pune,India,PNQ,VAPO,18.58209991,73.91970062,1942,5.5,Asia/Calcutta,airport,OurAirports
2853,Porbandar Airport,Porbandar,India,PBD,VAPR,21.64870071,69.65720367,23,5.5,Asia/Calcutta,airport,OurAirports
2854,Rajkot Airport,Rajkot,India,RAJ,VARK,22.30920029,70.77950287,441,5.5,Asia/Calcutta,airport,OurAirports
2855,Raipur Airport,Raipur,India,RPR,VARP,21.180401,81.7388,1041,5.5,Asia/Calcutta,airport,OurAirports
2856,Solapur Airport,Sholapur,India,SSE,VASL,17.62800026,75.93479919,1584,5.5,Asia/Calcutta,airport,OurAirports
2857,Surat Airport,Surat,India,STV,VASU,21.1140995,72.7417984,16,5.5,Asia/Calcutta,airport,OurAirports
2858,Maharana Pratap Airport,Udaipur,India,UDR,VAUD,24.61770058,73.89610291,1684,5.5,Asia/Calcutta,airport,OurAirports
2859,Bandaranaike International Colombo Airport,Colombo,Sri Lanka,CMB,VCBI,7.180759907,79.88410187,30,5.5,Asia/Colombo,airport,OurAirports
2860,Anuradhapura Air Force Base,Anuradhapura,Sri Lanka,ACJ,VCCA,8.30148983,80.42790222,324,5.5,Asia/Colombo,airport,OurAirports
2861,Batticaloa Airport,Batticaloa,Sri Lanka,BTC,VCCB,7.70576,81.678802,20,5.5,Asia/Colombo,airport,OurAirports
2862,Colombo Ratmalana Airport,Colombo,Sri Lanka,RML,VCCC,6.821990013,79.88619995,22,5.5,Asia/Colombo,airport,OurAirports
2863,Ampara Airport,Galoya,Sri Lanka,ADP,VCCG,7.33776,81.62594,150,5.5,Asia/Colombo,airport,OurAirports
2864,Kankesanturai Airport,Jaffna,Sri Lanka,JAF,VCCJ,9.792329788,80.07009888,33,5.5,Asia/Colombo,airport,OurAirports
2865,China Bay Airport,Trinciomalee,Sri Lanka,TRR,VCCT,8.538510323,81.18190002,6,5.5,Asia/Colombo,airport,OurAirports
2866,Kampong Chhnang Airport,Kompong Chnang,Cambodia,KZC,VDKH,12.25520039,104.564003,56,7,Asia/Phnom_Penh,airport,OurAirports
2867,Phnom Penh International Airport,Phnom-penh,Cambodia,PNH,VDPP,11.54660034,104.8440018,40,7,Asia/Phnom_Penh,airport,OurAirports
2868,Siem Reap International Airport,Siem-reap,Cambodia,REP,VDSR,13.41069984,103.8130035,60,7,Asia/Phnom_Penh,airport,OurAirports
2869,Stung Treng Airport,Stung Treng,Cambodia,TNX,VDST,13.53190041,106.0149994,203,7,Asia/Phnom_Penh,airport,OurAirports
2870,Along Airport,Along,India,IXV,VEAN,28.1753006,94.80200195,900,5.5,Asia/Calcutta,airport,OurAirports
2871,Agartala Airport,Agartala,India,IXA,VEAT,23.88699913,91.24040222,46,5.5,Asia/Calcutta,airport,OurAirports
2872,Lengpui Airport,Aizwal,India,AJL,VELP,23.84059906,92.61969757,1398,5.5,Asia/Calcutta,airport,OurAirports
2873,Bagdogra Airport,Baghdogra,India,IXB,VEBD,26.68120003,88.32859802,412,5.5,Asia/Calcutta,airport,OurAirports
2874,Bokaro Airport,Bokaro,India,\N,VEBK,23.64349937,86.14890289,715,5.5,Asia/Calcutta,airport,OurAirports
2875,Biju Patnaik Airport,Bhubaneswar,India,BBI,VEBS,20.24440002,85.81780243,138,5.5,Asia/Calcutta,airport,OurAirports
2876,Netaji Subhash Chandra Bose International Airport,Kolkata,India,CCU,VECC,22.65469933,88.44670105,16,5.5,Asia/Calcutta,airport,OurAirports
2877,Cooch Behar Airport,Cooch-behar,India,COH,VECO,26.33049965,89.46720123,138,5.5,Asia/Calcutta,airport,OurAirports
2878,Dhanbad Airport,Dhanbad,India,DBD,VEDB,23.83399963,86.4253006,847,5.5,Asia/Calcutta,airport,OurAirports
2879,Gaya Airport,Gaya,India,GAY,VEGY,24.74430084,84.95120239,380,5.5,Asia/Calcutta,airport,OurAirports
2880,Hirakud Airport,Hirakud,India,\N,VEHK,21.5802002,84.00569916,658,5.5,Asia/Calcutta,airport,OurAirports
2881,Imphal Airport,Imphal,India,IMF,VEIM,24.76000023,93.896698,2540,5.5,Asia/Calcutta,airport,OurAirports
2882,Jharsuguda Airport,Jharsuguda,India,\N,VEJH,21.91349983,84.05039978,751,5.5,Asia/Calcutta,airport,OurAirports
2883,Sonari Airport,Jamshedpur,India,IXW,VEJS,22.8132,86.1688,475,5.5,Asia/Calcutta,airport,OurAirports
2884,Jorhat Airport,Jorhat,India,JRH,VEJT,26.73150063,94.17549896,311,5.5,Asia/Calcutta,airport,OurAirports
2885,Kailashahar Airport,Kailashahar,India,IXH,VEKR,24.30820084,92.00720215,79,5.5,Asia/Calcutta,airport,OurAirports
2886,Silchar Airport,Silchar,India,IXS,VEKU,24.91290092,92.97869873,352,5.5,Asia/Calcutta,airport,OurAirports
2887,North Lakhimpur Airport,Lilabari,India,IXI,VELR,27.2954998,94.09760284,330,5.5,Asia/Calcutta,airport,OurAirports
2888,Dibrugarh Airport,Mohanbari,India,DIB,VEMN,27.48390007,95.01689911,362,5.5,Asia/Calcutta,airport,OurAirports
2889,Muzaffarpur Airport,Mazuffarpur,India,MZU,VEMZ,26.11910057,85.31369781,174,5.5,Asia/Calcutta,airport,OurAirports
2890,Nawapara Airport,Nawapara,India,\N,VENP,20.87000084,82.51959991,1058,5.5,Asia/Calcutta,airport,OurAirports
2891,Panagarh Air Force Station,Panagarh,India,\N,VEPH,23.47430038,87.42749786,240,5.5,Asia/Calcutta,airport,OurAirports
2892,Lok Nayak Jayaprakash Airport,Patina,India,PAT,VEPT,25.59129906,85.08799744,170,5.5,Asia/Calcutta,airport,OurAirports
2893,Purnea Airport,Purnea,India,\N,VEPU,25.75959969,87.41000366,129,5.5,Asia/Calcutta,airport,OurAirports
2894,Birsa Munda Airport,Ranchi,India,IXR,VERC,23.31430054,85.32170105,2148,5.5,Asia/Calcutta,airport,OurAirports
2895,Rourkela Airport,Rourkela,India,RRK,VERK,22.256701,84.814598,659,5.5,Asia/Calcutta,airport,OurAirports
2896,Utkela Airport,Utkela,India,\N,VEUK,20.09740067,83.18379974,680,5.5,Asia/Calcutta,airport,OurAirports
2897,Vishakhapatnam Airport,Vishakhapatnam,India,VTZ,VEVZ,17.72120094,83.22450256,15,5.5,Asia/Calcutta,airport,OurAirports
2898,Ziro Airport,Zero,India,ZER,VEZO,27.588301,93.828102,5403,5.5,Asia/Calcutta,airport,OurAirports
2899,Cox's Bazar Airport,Cox's Bazar,Bangladesh,CXB,VGCB,21.45219994,91.96389771,12,6,Asia/Dhaka,airport,OurAirports
2900,Shah Amanat International Airport,Chittagong,Bangladesh,CGP,VGEG,22.24959946,91.81330109,12,6,Asia/Dhaka,airport,OurAirports
2901,Ishurdi Airport,Ishurdi,Bangladesh,IRD,VGIS,24.15250015,89.04940033,45,6,Asia/Dhaka,airport,OurAirports
2902,Jessore Airport,Jessore,Bangladesh,JSR,VGJR,23.18379974,89.16079712,20,6,Asia/Dhaka,airport,OurAirports
2903,Shah Mokhdum Airport,Rajshahi,Bangladesh,RJH,VGRJ,24.43720055,88.61650085,64,6,Asia/Dhaka,airport,OurAirports
2904,Saidpur Airport,Saidpur,Bangladesh,SPD,VGSD,25.75919914,88.9088974,125,6,Asia/Dhaka,airport,OurAirports
2905,Osmany International Airport,Sylhet Osmani,Bangladesh,ZYL,VGSY,24.96319962,91.8667984,50,6,Asia/Dhaka,airport,OurAirports
2906,Tejgaon Airport,Dhaka,Bangladesh,\N,VGTJ,23.77879906,90.38269806,24,6,Asia/Dhaka,airport,OurAirports
2907,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,DAC,VGZR,23.843347,90.397783,30,6,Asia/Dhaka,airport,OurAirports
2908,Hong Kong International Airport,Hong Kong,Hong Kong,HKG,VHHH,22.308901,113.915001,28,8,Asia/Hong_Kong,airport,OurAirports
2909,Shek Kong Air Base,Sek Kong,Hong Kong,\N,VHSK,22.43659973,114.0800018,50,8,Asia/Hong_Kong,airport,OurAirports
2910,Agra Airport,Agra,India,AGR,VIAG,27.15579987,77.96089935,551,5.5,Asia/Calcutta,airport,OurAirports
2911,Allahabad Airport,Allahabad,India,IXD,VIAL,25.44009972,81.73390198,322,5.5,Asia/Calcutta,airport,OurAirports
2912,Sri Guru Ram Dass Jee International Airport,Amritsar,India,ATQ,VIAR,31.70960045,74.79730225,756,5.5,Asia/Calcutta,airport,OurAirports
2913,Nal Airport,Bikaner,India,BKB,VIBK,28.07060051,73.2071991,750,5.5,Asia/Calcutta,airport,OurAirports
2914,Bakshi Ka Talab Air Force Station,Bakshi Ka Talab,India,\N,VIBL,26.98830032,80.89309692,385,5.5,Asia/Calcutta,airport,OurAirports
2915,Lal Bahadur Shastri Airport,Varanasi,India,VNS,VIBN,25.45240021,82.85929871,266,5.5,Asia/Calcutta,airport,OurAirports
2916,Kullu Manali Airport,Kulu,India,KUU,VIBR,31.87669945,77.15440369,3573,5.5,Asia/Calcutta,airport,OurAirports
2917,Bhatinda Air Force Station,Bhatinda,India,BUP,VIBT,30.27009964,74.75579834,662,5.5,Asia/Calcutta,airport,OurAirports
2918,Bhiwani Airport,Bhiwani,India,\N,VIBW,28.83699989,76.17910004,720,5.5,Asia/Calcutta,airport,OurAirports
2919,Bareilly Air Force Station,Bareilly,India,BEK,VIBY,28.42210007,79.45079803,580,5.5,Asia/Calcutta,airport,OurAirports
2920,Chandigarh Airport,Chandigarh,India,IXC,VICG,30.67350006,76.78849792,1012,5.5,Asia/Calcutta,airport,OurAirports
2921,Kanpur Airport,Kanpur,India,KNU,VICX,26.404301,80.410103,410,5.5,Asia/Calcutta,airport,OurAirports
2922,Safdarjung Airport,Delhi,India,\N,VIDD,28.58449936,77.20580292,705,5.5,Asia/Calcutta,airport,OurAirports
2923,Dehradun Airport,Dehra Dun,India,DED,VIDN,30.189699,78.180298,1831,5.5,Asia/Calcutta,airport,OurAirports
2924,Indira Gandhi International Airport,Delhi,India,DEL,VIDP,28.5665,77.103104,777,5.5,Asia/Calcutta,airport,OurAirports
2925,Gwalior Airport,Gwalior,India,GWL,VIGR,26.29330063,78.22779846,617,5.5,Asia/Calcutta,airport,OurAirports
2926,Hissar Airport,Hissar,India,HSS,VIHR,29.17939949,75.75530243,700,5.5,Asia/Calcutta,airport,OurAirports
2927,Jhansi Airport,Jhansi,India,\N,VIJN,25.49119949,78.55840302,801,5.5,Asia/Calcutta,airport,OurAirports
2928,Jodhpur Airport,Jodhpur,India,JDH,VIJO,26.25110054,73.04889679,717,5.5,Asia/Calcutta,airport,OurAirports
2929,Jaipur International Airport,Jaipur,India,JAI,VIJP,26.8242,75.812202,1263,5.5,Asia/Calcutta,airport,OurAirports
2930,Jaisalmer Airport,Jaisalmer,India,JSA,VIJR,26.88870049,70.86499786,751,5.5,Asia/Calcutta,airport,OurAirports
2931,Jammu Airport,Jammu,India,IXJ,VIJU,32.68909836,74.83740234,1029,5.5,Asia/Calcutta,airport,OurAirports
2932,Kanpur Civil Airport,Kanpur,India,\N,VIKA,26.441401,80.364899,411,5.5,Asia/Calcutta,airport,OurAirports
2933,Kota Airport,Kota,India,KTU,VIKO,25.16020012,75.84559631,896,5.5,Asia/Calcutta,airport,OurAirports
2934,Ludhiana Airport,Ludhiaha,India,LUH,VILD,30.85470009,75.95259857,834,5.5,Asia/Calcutta,airport,OurAirports
2935,Leh Kushok Bakula Rimpochee Airport,Leh,India,IXL,VILH,34.13589859,77.54650116,10682,5.5,Asia/Calcutta,airport,OurAirports
2936,Chaudhary Charan Singh International Airport,Lucknow,India,LKO,VILK,26.76059914,80.88929749,410,5.5,Asia/Calcutta,airport,OurAirports
2937,Pathankot Airport,Pathankot,India,IXP,VIPK,32.233611,75.634444,1017,5.5,Asia/Calcutta,airport,OurAirports
2938,Patiala Airport,Patiala,India,\N,VIPL,30.31480026,76.36450195,820,5.5,Asia/Calcutta,airport,OurAirports
2939,Pantnagar Airport,Nainital,India,PGH,VIPT,29.03339958,79.47370148,769,5.5,Asia/Calcutta,airport,OurAirports
2940,Fursatganj Airport,Raibarelli,India,\N,VIRB,26.24850082,81.38050079,360,5.5,Asia/Calcutta,airport,OurAirports
2941,Sarsawa Air Force Station,Saharanpur,India,\N,VISP,29.9939003,77.4253006,891,5.5,Asia/Calcutta,airport,OurAirports
2942,Sheikh ul Alam Airport,Srinagar,India,SXR,VISR,33.98709869,74.77420044,5429,5.5,Asia/Calcutta,airport,OurAirports
2943,Satna Airport,Satna,India,TNI,VIST,24.5623,80.854897,1060,5.5,Asia/Calcutta,airport,OurAirports
2944,Luang Phabang International Airport,Luang Prabang,Laos,LPQ,VLLB,19.89730072,102.1610031,955,7,Asia/Vientiane,airport,OurAirports
2945,Pakse International Airport,Pakse,Laos,PKZ,VLPS,15.13210011,105.7809982,351,7,Asia/Vientiane,airport,OurAirports
2946,Phonesavanh Airport,Phong Savanh,Laos,\N,VLPV,19.45490074,103.2180023,3628,7,Asia/Vientiane,airport,OurAirports
2947,Savannakhet Airport,Savannakhet,Laos,ZVK,VLSK,16.55660057,104.7600021,509,7,Asia/Vientiane,airport,OurAirports
2948,Sam Neua Airport,Sam Neua,Laos,NEU,VLSN,20.41839981,104.0670013,3281,7,Asia/Vientiane,airport,OurAirports
2949,Wattay International Airport,Vientiane,Laos,VTE,VLVT,17.98830032,102.5630035,564,7,Asia/Vientiane,airport,OurAirports
2950,Macau International Airport,Macau,Macau,MFM,VMMC,22.149599,113.592003,20,8,Asia/Macau,airport,OurAirports
2951,Gautam Buddha Airport,Bhairawa,Nepal,BWA,VNBW,27.505685,83.416293,358,5.75,Asia/Katmandu,airport,OurAirports
2952,Janakpur Airport,Janakpur,Nepal,JKR,VNJP,26.70879936,85.92240143,256,5.75,Asia/Katmandu,airport,OurAirports
2953,Tribhuvan International Airport,Kathmandu,Nepal,KTM,VNKT,27.6966,85.3591,4390,5.75,Asia/Katmandu,airport,OurAirports
2954,Pokhara Airport,Pokhara,Nepal,PKR,VNPK,28.20089912,83.98210144,2712,5.75,Asia/Katmandu,airport,OurAirports
2955,Simara Airport,Simara,Nepal,SIF,VNSI,27.15950012,84.98010254,450,5.75,Asia/Katmandu,airport,OurAirports
2956,Biratnagar Airport,Biratnagar,Nepal,BIR,VNVT,26.48150063,87.26399994,236,5.75,Asia/Katmandu,airport,OurAirports
2957,Agatti Airport,Agatti Island,India,AGX,VOAT,10.82369995,72.1760025,14,5.5,Asia/Calcutta,airport,OurAirports
2958,Kempegowda International Airport,Bangalore,India,BLR,VOBL,13.1979,77.706299,3000,5.5,Asia/Calcutta,airport,OurAirports
2959,Bellary Airport,Bellary,India,BEP,VOBI,15.16279984,76.88279724,30,5.5,Asia/Calcutta,airport,OurAirports
2960,Bidar Air Force Station,Bidar,India,\N,VOBR,17.90810013,77.48709869,2178,5.5,Asia/Calcutta,airport,OurAirports
2961,Vijayawada Airport,Vijayawada,India,VGA,VOBZ,16.53039932,80.79679871,82,5.5,Asia/Calcutta,airport,OurAirports
2962,Coimbatore International Airport,Coimbatore,India,CJB,VOCB,11.02999973,77.04340363,1324,5.5,Asia/Calcutta,airport,OurAirports
2963,Cochin International Airport,Kochi,India,COK,VOCI,10.152,76.401901,30,5.5,Asia/Calcutta,airport,OurAirports
2964,Calicut International Airport,Calicut,India,CCJ,VOCL,11.13679981,75.95529938,342,5.5,Asia/Calcutta,airport,OurAirports
2965,Kadapa Airport,Cuddapah,India,CDP,VOCP,14.51,78.772778,430,5.5,Asia/Calcutta,airport,OurAirports
2966,Car Nicobar Air Force Station,Carnicobar,India,CBD,VOCX,9.152509689,92.81960297,5,5.5,Asia/Calcutta,airport,OurAirports
2967,Dundigul Air Force Academy,Dundigul,India,\N,VODG,17.62719917,78.40339661,2013,5.5,Asia/Calcutta,airport,OurAirports
2968,Begumpet Airport,Hyderabad,India,BPM,VOHY,17.4531002,78.46759796,1742,5.5,Asia/Calcutta,airport,OurAirports
2969,Madurai Airport,Madurai,India,IXM,VOMD,9.83450985,78.09339905,459,5.5,Asia/Calcutta,airport,OurAirports
2970,Mangalore International Airport,Mangalore,India,IXE,VOML,12.9612999,74.89009857,337,5.5,Asia/Calcutta,airport,OurAirports
2971,Chennai International Airport,Madras,India,MAA,VOMM,12.99000549,80.16929626,52,5.5,Asia/Calcutta,airport,OurAirports
2972,Nagarjuna Sagar Airport,Nagarjunsagar,India,\N,VONS,16.54269981,79.3187027,658,5.5,Asia/Calcutta,airport,OurAirports
2973,Vir Savarkar International Airport,Port Blair,India,IXZ,VOPB,11.64120007,92.72969818,14,5.5,Asia/Calcutta,airport,OurAirports
2974,Pondicherry Airport,Pendicherry,India,PNY,VOPC,11.968,79.812,134,5.5,Asia/Calcutta,airport,OurAirports
2975,Rajahmundry Airport,Rajahmundry,India,RJA,VORY,17.11039925,81.81819916,151,5.5,Asia/Calcutta,airport,OurAirports
2976,Salem Airport,Salem,India,SXV,VOSM,11.7833004,78.06559753,1008,5.5,Asia/Calcutta,airport,OurAirports
2977,Tanjore Air Force Base,Tanjore,India,TJV,VOTJ,10.72239971,79.10160065,253,5.5,Asia/Calcutta,airport,OurAirports
2978,Tirupati Airport,Tirupeti,India,TIR,VOTP,13.63249969,79.54329681,350,5.5,Asia/Calcutta,airport,OurAirports
2979,Tiruchirapally Civil Airport Airport,Tiruchirappalli,India,TRZ,VOTR,10.76539993,78.70970154,288,5.5,Asia/Calcutta,airport,OurAirports
2980,Trivandrum International Airport,Trivandrum,India,TRV,VOTV,8.48211956,76.92009735,15,5.5,Asia/Calcutta,airport,OurAirports
2981,Tambaram Air Force Station,Tambaram,India,\N,VOTX,12.90719986,80.12190247,90,5.5,Asia/Calcutta,airport,OurAirports
2982,Paro Airport,Thimphu,Bhutan,PBH,VQPR,27.40320015,89.42459869,7332,6,Asia/Thimphu,airport,OurAirports
2983,Malé International Airport,Male,Maldives,MLE,VRMM,4.191830158,73.52909851,6,5,Indian/Maldives,airport,OurAirports
2984,Don Mueang International Airport,Bangkok,Thailand,DMK,VTBD,13.91259956,100.6070023,9,7,Asia/Bangkok,airport,OurAirports
2985,Kamphaeng Saen Airport,Nakhon Pathom,Thailand,KDT,VTBK,14.10200024,99.91719818,30,7,Asia/Bangkok,airport,OurAirports
2986,Khok Kathiam Airport,Lop Buri,Thailand,\N,VTBL,14.87460041,100.663002,123,7,Asia/Bangkok,airport,OurAirports
2987,U-Tapao International Airport,Pattaya,Thailand,UTP,VTBU,12.67990017,101.0049973,42,7,Asia/Bangkok,airport,OurAirports
2988,Watthana Nakhon Airport,Prachin Buri,Thailand,\N,VTBW,13.76879978,102.3150024,200,7,Asia/Bangkok,airport,OurAirports
2989,Lampang Airport,Lampang,Thailand,LPT,VTCL,18.27090073,99.5042038,811,7,Asia/Bangkok,airport,OurAirports
2990,Phrae Airport,Phrae,Thailand,PRH,VTCP,18.13220024,100.1650009,538,7,Asia/Bangkok,airport,OurAirports
2991,Hua Hin Airport,Prachuap Khiri Khan,Thailand,HHQ,VTPH,12.63619995,99.95149994,62,7,Asia/Bangkok,airport,OurAirports
2992,Takhli Airport,Nakhon Sawan,Thailand,TKH,VTPI,15.27729988,100.2959976,107,7,Asia/Bangkok,airport,OurAirports
2993,Sak Long Airport,Phetchabun,Thailand,\N,VTPL,16.82430077,101.2509995,500,7,Asia/Bangkok,airport,OurAirports
2994,Nakhon Sawan Airport,Nakhon Sawan,Thailand,\N,VTPN,15.67300034,100.137001,113,7,Asia/Bangkok,airport,OurAirports
2995,Phitsanulok Airport,Phitsanulok,Thailand,PHS,VTPP,16.78289986,100.2789993,154,7,Asia/Bangkok,airport,OurAirports
2996,Khunan Phumipol Airport,Tak,Thailand,\N,VTPY,17.23419952,99.05789948,492,7,Asia/Bangkok,airport,OurAirports
2997,Khoun Khan Airport,Satun,Thailand,\N,VTSA,6.661399841,100.0800018,18,7,Asia/Bangkok,airport,OurAirports
2998,Narathiwat Airport,Narathiwat,Thailand,NAW,VTSC,6.519919872,101.7429962,16,7,Asia/Bangkok,airport,OurAirports
2999,Krabi Airport,Krabi,Thailand,KBV,VTSG,8.09912014,98.98619843,82,7,Asia/Bangkok,airport,OurAirports
3000,Songkhla Airport,Songkhla,Thailand,SGZ,VTSH,7.186560154,100.6080017,12,7,Asia/Bangkok,airport,OurAirports
3001,Pattani Airport,Pattani,Thailand,PAN,VTSK,6.785459995,101.1539993,8,7,Asia/Bangkok,airport,OurAirports
3002,Samui Airport,Ko Samui,Thailand,USM,VTSM,9.547789574,100.0619965,64,7,Asia/Bangkok,airport,OurAirports
3003,Cha Eian Airport,Nakhon Si Thammarat,Thailand,\N,VTSN,8.471150398,99.95559692,44,7,Asia/Bangkok,airport,OurAirports
3004,Phuket International Airport,Phuket,Thailand,HKT,VTSP,8.1132,98.316902,82,7,Asia/Bangkok,airport,OurAirports
3005,Ranong Airport,Ranong,Thailand,UNN,VTSR,9.777620316,98.58550262,57,7,Asia/Bangkok,airport,OurAirports
3006,Hat Yai International Airport,Hat Yai,Thailand,HDY,VTSS,6.933209896,100.3929977,90,7,Asia/Bangkok,airport,OurAirports
3007,Trang Airport,Trang,Thailand,TST,VTST,7.508739948,99.61660004,67,7,Asia/Bangkok,airport,OurAirports
3008,Udon Thani Airport,Udon Thani,Thailand,UTH,VTUD,17.38640022,102.788002,579,7,Asia/Bangkok,airport,OurAirports
3009,Sakon Nakhon Airport,Sakon Nakhon,Thailand,SNO,VTUI,17.19510078,104.1190033,529,7,Asia/Bangkok,airport,OurAirports
3010,Surin Airport,Surin,Thailand,PXR,VTUJ,14.86830044,103.4980011,478,7,Asia/Bangkok,airport,OurAirports
3011,Loei Airport,Loei,Thailand,LOE,VTUL,17.43910027,101.7220001,860,7,Asia/Bangkok,airport,OurAirports
3012,Khorat Airport,Nakhon Ratchasima,Thailand,\N,VTUN,14.93449974,102.0790024,729,7,Asia/Bangkok,airport,OurAirports
3013,Rob Muang Airport,Roi Et,Thailand,\N,VTUR,16.07040024,103.6460037,459,7,Asia/Bangkok,airport,OurAirports
3014,Da Nang International Airport,Danang,Vietnam,DAD,VVDN,16.04389954,108.1989975,33,7,Asia/Saigon,airport,OurAirports
3015,Gia Lam Air Base,Hanoi,Vietnam,\N,VVGL,21.04050064,105.8860016,50,7,Asia/Saigon,airport,OurAirports
3016,Kep Air Base,Kep,Vietnam,\N,VVKP,21.39459991,106.2610016,55,7,Asia/Saigon,airport,OurAirports
3017,Noi Bai International Airport,Hanoi,Vietnam,HAN,VVNB,21.22120094,105.8069992,39,7,Asia/Saigon,airport,OurAirports
